rank,vehicle_id,query_views_fused,query_img,gallery_imgs,similarity
1,0717,1,0717_c002_00043220_0.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9870
2,0717,2,0717_c003_00040960_0.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9899
3,0717,3,0717_c004_00040860_0.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9957
4,0717,4,0717_c006_00055575_0.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9955
5,0717,5,0717_c008_00040760_0.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9938
6,0717,6,0717_c009_00040840_0.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9941
7,0717,7,0717_c010_00041370_0.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9946
8,0717,8,0717_c011_00041335_1.jpg,0717_c004_00040860_0.jpg|0717_c006_00055590_0.jpg|0717_c004_00040860_0.jpg|0717_c004_00040860_0.jpg,0.9954
1,0768,1,0768_c001_00055555_0.jpg,0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg,0.9986
2,0768,2,0768_c012_00056330_0.jpg,0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg,0.9936
3,0768,3,0768_c013_00056150_0.jpg,0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg,0.9943
4,0768,4,0768_c014_00058350_0.jpg,0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg,0.9950
5,0768,5,0768_c015_00058160_0.jpg,0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg,0.9950
6,0768,6,0768_c017_00057115_0.jpg,0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg,0.9947
7,0768,7,0768_c019_00057375_0.jpg,0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg|0768_c001_00055545_0.jpg,0.9942
1,0776,1,0776_c005_00000520_0.jpg,0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg,0.9833
2,0776,2,0776_c007_00000600_0.jpg,0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg,0.9921
3,0776,3,0776_c009_00000000_0.jpg,0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg|0776_c007_00000630_0.jpg,0.9904
